Ano Lançamento	PI	Ação Governo	Categoria Gasto	Elemento Despesa	Subitem	Item Informação	Movim. Líquido - R$ (Item Informação)
2020	NR01GL00000	20RX	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO	30	1.996,80
2020	NR01GL00000	20RX	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL DE PROTECAO E SEGURANCA	30	3.300,00
2020	NR01GL00000	20RX	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL ELETRICO E ELETRONICO	30	2.464,75
2020	NR01GL00000	20RX	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL P/ MANUTENCAO DE BENS MOVEIS	30	640,90
2020	NR01LS00000	20RX	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL DE PROTECAO E SEGURANCA	30	4.218,00
2020	NR01LS00000	20RX	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL HOSPITALAR	30	640.374,59
2020	NR01UF00000	20RX	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL FARMACOLOGICO	30	435.206,26
2020	NR01UL00000	20RX	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL LABORATORIAL	30	545.043,00
2020	-8	20G8	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL FARMACOLOGICO	51	491,25
2020	-8	20G8	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL HOSPITALAR	51	171,00
2020	-8	20YI	OUTRAS DESPESAS CORRENTES	PASSAGENS E DESPESAS COM LOCOMOCAO	LOCACAO DE MEIOS DE TRANSPORTE	51	27.958,07
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL FARMACOLOGICO	51	5.703,24
2020	V4572N99DPN	4572	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	SERVICO DE SELECAO E TREINAMENTO	51	320,00
2020	-8	20G8	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVOS	53	3.260,39
2020	-8	20G8	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	GAS E OUTROS MATERIAIS ENGARRAFADOS	53	10.980,00
2020	-8	20G8	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL DE PROTECAO E SEGURANCA	53	77,76
2020	-8	20G8	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL ELETRICO E ELETRONICO	53	958,62
2020	-8	20G8	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL FARMACOLOGICO	53	4.330,45
2020	-8	20G8	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL HOSPITALAR	53	52.750,20
2020	-8	20G8	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	OUTROS MATERIAIS DE CONSUMO	53	2.056,00
2020	-8	20G8	INVESTIMENTO	OBRAS E INSTALACOES	BENFEITORIAS EM PROPRIEDADES DE TERCEIROS	53	6.329.645,74
2020	-8	20G8	INVESTIMENTO	EQUIPAMENTOS E MATERIAL PERMANENTE	APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.	53	2.069.438,95
2020	-8	20G8	INVESTIMENTO	EQUIPAMENTOS E MATERIAL PERMANENTE	MATERIAL DE TIC (PERMANENTE)	53	1.866,00
2020	-8	219A	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL ODONTOLOGICO	53	21.370,94
2020	-8	219A	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS	53	15.029,19
2020	-8	8535	INVESTIMENTO	OBRAS E INSTALACOES	BENFEITORIAS EM PROPRIEDADES DE TERCEIROS	53	92.172,41
2020	-8	8535	INVESTIMENTO	EQUIPAMENTOS E MATERIAL PERMANENTE	APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.	53	527.893,16
2020	VGM02N01A1N	4086	INVESTIMENTO	OBRAS E INSTALACOES	BENFEITORIAS EM PROPRIEDADES DE TERCEIROS	53	565.000,00
2020	FAEC2017	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	GAS E OUTROS MATERIAIS ENGARRAFADOS	53	392,00
2020	FAEC2019	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL HOSPITALAR	53	147.186,26
2020	FAEC2019	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL P/ MANUTENCAO DE BENS MOVEIS	53	2.365,00
2020	M20RXG4200N	20RX	INVESTIMENTO	OBRAS E INSTALACOES	BENFEITORIAS EM PROPRIEDADES DE TERCEIROS	53	710.027,46
2020	M20RXG7100N	20RX	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL HOSPITALAR	53	12.857,52
2020	M20RXG7100N	20RX	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	MANUTENCAO E CONSERV. DE BENS IMOVEIS	53	327.340,70
2020	M20RXG7100N	20RX	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	SERVICOS TECNICOS PROFISSIONAIS	53	23.500,00
2020	M20RXG7100N	20RX	OUTRAS DESPESAS CORRENTES	SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ	EMISSAO DE CERTIFICADOS DIGITAIS	53	256,00
2020	M20RXG7100N	20RX	OUTRAS DESPESAS CORRENTES	SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ	LOCACAO DE SOFTWARES	53	12.060,00
2020	M20RXG7100N	20RX	INVESTIMENTO	OBRAS E INSTALACOES	BENFEITORIAS EM PROPRIEDADES DE TERCEIROS	53	243.983,33
2020	M20RXG7100N	20RX	INVESTIMENTO	EQUIPAMENTOS E MATERIAL PERMANENTE	APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.	53	53.440,00
2020	M20RXG7100N	20RX	INVESTIMENTO	EQUIPAMENTOS E MATERIAL PERMANENTE	APARELHOS E UTENSILIOS DOMESTICOS	53	5.675,00
2020	M4086G7100N	4086	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	GAS E OUTROS MATERIAIS ENGARRAFADOS	53	4.024,72
2020	M4086G7100N	4086	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL DE PROTECAO E SEGURANCA	53	16.014,00
2020	M4086G7100N	4086	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL DE SINALIZACAO VISUAL E OUTROS	53	11.945,50
2020	M4086G7100N	4086	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL P/ MANUT.DE BENS IMOVEIS/INSTALACOES	53	1.172,00
2020	M4086G7100N	4086	OUTRAS DESPESAS CORRENTES	LOCACAO DE MAO-DE-OBRA	APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL	53	35.737,62
2020	M4086G7100N	4086	OUTRAS DESPESAS CORRENTES	LOCACAO DE MAO-DE-OBRA	MANUTENCAO E CONSERVACAO DE BENS IMOVEIS	53	0,03
2020	M4086G7100N	4086	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	SERVICOS TECNICOS PROFISSIONAIS	53	134.796,00
2020	M4086G7100N	4086	INVESTIMENTO	EQUIPAMENTOS E MATERIAL PERMANENTE	APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.	53	891.120,14
2020	MAC2018	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	GAS E OUTROS MATERIAIS ENGARRAFADOS	53	3.676,29
2020	MAC2018	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL ELETRICO E ELETRONICO	53	4.683,00
2020	MAC2018	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL HOSPITALAR	53	23.345,28
2020	MAC2018	8585	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	SERVICOS TECNICOS PROFISSIONAIS	53	56.369,03
2020	MAC2018	8585	OUTRAS DESPESAS CORRENTES	OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS	TAXAS	53	422,30
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	GAS E OUTROS MATERIAIS ENGARRAFADOS	53	25.078,92
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL DE EXPEDIENTE	53	5.194,00
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL DE PROTECAO E SEGURANCA	53	160,50
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL DE TIC - MATERIAL DE CONSUMO	53	455,35
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL ELETRICO E ELETRONICO	53	1.978,40
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL FARMACOLOGICO	53	29.170,49
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL HOSPITALAR	53	33.304,76
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL LABORATORIAL	53	5.640,00
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL P/ MANUT.DE BENS IMOVEIS/INSTALACOES	53	4.891,00
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL P/ MANUTENCAO DE BENS MOVEIS	53	6.441,50
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	LOCACAO DE MAO-DE-OBRA	APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL	53	55.440,16
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	LOCACAO DE MAO-DE-OBRA	VIGILANCIA OSTENSIVA	53	19.361,18
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	LIMPEZA E CONSERVACAO	53	4.442,13
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	LOCACAO BENS MOV. OUT.NATUREZAS E INTANGIVEIS	53	7.830,00
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS	53	77.607,01
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	MANUTENCAO E CONSERV. DE VEICULOS	53	20.370,87
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS	53	3.651,00
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	SERVICOS DE ENERGIA ELETRICA	53	7.227,89
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	SERVICOS DE TELECOMUNICACOES	53	30,28
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	SERVICOS JUDICIARIOS	53	712,77
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ	LOCACAO DE EQUIPAMENTOS DE TIC - IMPRESSORAS	53	810,80
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS	CONTRIBUICAO P/ CUSTEIO DE ILUMINACAO PUBLICA	53	706,62
2020	V2000N7100N	2000	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL DE EXPEDIENTE	53	7.904,00
2020	V2000N7100N	2000	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL LABORATORIAL	53	1.444,00
2020	V4572N99DPN	4572	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS - P.FISICA	GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC	53	2.770,00
2020	V4572N99DPN	4572	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	SERVICO DE SELECAO E TREINAMENTO	53	118.394,06
2020	-8	20G8	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVOS	55	219,64
2020	-8	20G8	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	GENEROS DE ALIMENTACAO	55	3.582,00
2020	-8	20G8	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO	55	1.943,80
2020	-8	20G8	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL ELETRICO E ELETRONICO	55	2.169,84
2020	-8	20G8	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL FARMACOLOGICO	55	34.120,82
2020	-8	20G8	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL HOSPITALAR	55	210.588,32
2020	-8	20G8	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL LABORATORIAL	55	60.965,60
2020	-8	20G8	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	FRETES E TRANSPORTES DE ENCOMENDAS	55	359,83
2020	-8	20G8	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	SERVICOS GRAFICOS E EDITORIAIS	55	126,00
2020	-8	20YI	OUTRAS DESPESAS CORRENTES	AUXILIO FINANCEIRO A PESQUISADORES	AUXILIO A PESQUISADORES	55	9.410,00
2020	-8	219A	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL ODONTOLOGICO	55	22.654,65
2020	-8	219A	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS	55	2.993,58
2020	-8	8535	INVESTIMENTO	OBRAS E INSTALACOES	BENFEITORIAS EM PROPRIEDADES DE TERCEIROS	55	60.184,73
2020	FAEC2019	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL HOSPITALAR	55	309.057,27
2020	FAEC2019	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL P/ MANUT.DE BENS IMOVEIS/INSTALACOES	55	4.273,50
2020	FAEC2019	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL P/ MANUTENCAO DE BENS MOVEIS	55	200,00
2020	FAEC2019	8585	OUTRAS DESPESAS CORRENTES	LOCACAO DE MAO-DE-OBRA	APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL	55	57.664,43
2020	FAEC2019	8585	OUTRAS DESPESAS CORRENTES	LOCACAO DE MAO-DE-OBRA	LIMPEZA E CONSERVACAO	55	144.388,36
2020	M20RXG4100N	20RX	INVESTIMENTO	OBRAS E INSTALACOES	BENFEITORIAS EM PROPRIEDADES DE TERCEIROS	55	671.312,81
2020	M20RXG7100N	20RX	OUTRAS DESPESAS CORRENTES	SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ	EMISSAO DE CERTIFICADOS DIGITAIS	55	1.024,00
2020	M20RXG7100N	20RX	OUTRAS DESPESAS CORRENTES	SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ	LOCACAO DE SOFTWARES	55	18.892,41
2020	M20RXG7100N	20RX	INVESTIMENTO	OBRAS E INSTALACOES	BENFEITORIAS EM PROPRIEDADES DE TERCEIROS	55	6.781.758,79
2020	M20RXG7100N	20RX	INVESTIMENTO	EQUIPAMENTOS E MATERIAL PERMANENTE	EQUIPAMENTOS DE TIC - COMPUTADORES	55	722.236,00
2020	M4086G4100N	4086	INVESTIMENTO	OBRAS E INSTALACOES	BENFEITORIAS EM PROPRIEDADES DE TERCEIROS	55	14.530,61
2020	M4086G7100N	4086	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL DE SINALIZACAO VISUAL E OUTROS	55	20.861,00
2020	M4086G7100N	4086	OUTRAS DESPESAS CORRENTES	LOCACAO DE MAO-DE-OBRA	APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL	55	236.209,36
2020	M4086G7100N	4086	OUTRAS DESPESAS CORRENTES	LOCACAO DE MAO-DE-OBRA	LIMPEZA E CONSERVACAO	55	1.194.135,59
2020	M4086G7100N	4086	OUTRAS DESPESAS CORRENTES	LOCACAO DE MAO-DE-OBRA	MANUTENCAO E CONSERVACAO DE BENS IMOVEIS	55	298.257,21
2020	M4086G7100N	4086	OUTRAS DESPESAS CORRENTES	LOCACAO DE MAO-DE-OBRA	SERVICOS DE COPA E COZINHA	55	681.910,36
2020	M4086G7100N	4086	OUTRAS DESPESAS CORRENTES	LOCACAO DE MAO-DE-OBRA	VIGILANCIA OSTENSIVA	55	485.610,86
2020	M4086G7100N	4086	INVESTIMENTO	EQUIPAMENTOS E MATERIAL PERMANENTE	APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.	55	219.544,54
2020	M4086G7100N	4086	INVESTIMENTO	EQUIPAMENTOS E MATERIAL PERMANENTE	APARELHOS DE MEDICAO E ORIENTACAO	55	12.703,33
2020	M4086G7100N	4086	INVESTIMENTO	EQUIPAMENTOS E MATERIAL PERMANENTE	EQUIPAMENTO DE PROTECAO, SEGURANCA E  SOCORRO	55	7.445,00
2020	MAC2018	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	GAS E OUTROS MATERIAIS ENGARRAFADOS	55	888,81
2020	MAC2018	8585	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	SERVICOS TECNICOS PROFISSIONAIS	55	5.115,28
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVOS	55	2.906,15
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	GAS E OUTROS MATERIAIS ENGARRAFADOS	55	96.517,82
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	GENEROS DE ALIMENTACAO	55	32.400,00
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL DE PROTECAO E SEGURANCA	55	13.353,62
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL ELETRICO E ELETRONICO	55	432,59
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL FARMACOLOGICO	55	359.903,59
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL HOSPITALAR	55	612.728,43
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL LABORATORIAL	55	71.642,44
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL ODONTOLOGICO	55	4.098,41
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL P/ MANUT.DE BENS IMOVEIS/INSTALACOES	55	40.128,78
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL P/ MANUTENCAO DE BENS MOVEIS	55	46.711,55
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL QUIMICO	55	36.804,03
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	PASSAGENS E DESPESAS COM LOCOMOCAO	TRANSPORTE DE SERVIDORES	55	87.448,23
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	LOCACAO DE MAO-DE-OBRA	APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL	55	322.536,09
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	LOCACAO DE MAO-DE-OBRA	MANUTENCAO E CONSERVACAO DE BENS MOVEIS	55	141.371,15
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	LOCACAO DE MAO-DE-OBRA	VIGILANCIA OSTENSIVA	55	183.953,47
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	FRETES E TRANSPORTES DE ENCOMENDAS	55	4.500,00
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	LOCACAO BENS MOV. OUT.NATUREZAS E INTANGIVEIS	55	9.102,50
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	LOCACAO DE MAQUINAS E EQUIPAMENTOS	55	28.143,32
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS	55	359.138,05
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	MANUTENCAO E CONSERV. DE BENS IMOVEIS	55	10.933,93
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL	55	2.692,40
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS	55	120.643,27
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	SERVICO DE INCINERACAO,DESTRUICAO E DEMOLICAO	55	34.397,44
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	SERVICOS DE AGUA E ESGOTO	55	4.454,08
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	SERVICOS DE ANALISES E PESQUISAS CIENTIFICAS	55	7.501,44
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	SERVICOS DE ENERGIA ELETRICA	55	68.811,85
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	SERVICOS DE TELECOMUNICACOES	55	15.468,33
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	SERVICOS JUDICIARIOS	55	225,35
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	SERVICOS TECNICOS PROFISSIONAIS	55	3.633,72
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ	LOCACAO DE EQUIPAMENTOS DE TIC - IMPRESSORAS	55	957,18
2020	MAC2019	8585	OUTRAS DESPESAS CORRENTES	OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS	CONTRIBUICAO P/ CUSTEIO DE ILUMINACAO PUBLICA	55	2.770,94
2020	NDR000DRS20	4086	OUTRAS DESPESAS CORRENTES	DIARIAS - PESSOAL CIVIL	DIARIAS NO PAIS	55	1.099,96
2020	NE20LS00000	219A	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL ODONTOLOGICO	55	966,96
2020	NF19AA00000	8585	OUTRAS DESPESAS CORRENTES	LOCACAO DE MAO-DE-OBRA	LIMPEZA E CONSERVACAO	55	272.811,73
2020	NF19AA00000	8585	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	SERVICOS DE ENERGIA ELETRICA	55	62.744,82
2020	NF19AA00000	8585	OUTRAS DESPESAS CORRENTES	DESPESAS DE EXERCICIOS ANTERIORES	OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS	55	36,58
2020	NF19AA00000	8585	OUTRAS DESPESAS CORRENTES	DESPESAS DE EXERCICIOS ANTERIORES	OUTROS SERVICOS DE TERCEIROS - PJ	55	412.154,67
2020	NF20AA00000	8585	OUTRAS DESPESAS CORRENTES	LOCACAO DE MAO-DE-OBRA	LIMPEZA E CONSERVACAO	55	257.679,19
2020	NM20AA00000	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	GAS E OUTROS MATERIAIS ENGARRAFADOS	55	36.349,34
2020	NM20AA00000	8585	OUTRAS DESPESAS CORRENTES	MATERIAL DE CONSUMO	MATERIAL QUIMICO	55	59.639,72
2020	NM20AA00000	8585	OUTRAS DESPESAS CORRENTES	PASSAGENS E DESPESAS COM LOCOMOCAO	TRANSPORTE DE SERVIDORES	55	134.204,61
2020	NM20AA00000	8585	OUTRAS DESPESAS CORRENTES	LOCACAO DE MAO-DE-OBRA	APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL	55	1.734.922,29
2020	NM20AA00000	8585	OUTRAS DESPESAS CORRENTES	LOCACAO DE MAO-DE-OBRA	LIMPEZA E CONSERVACAO	55	1.187.470,55
2020	NM20AA00000	8585	OUTRAS DESPESAS CORRENTES	LOCACAO DE MAO-DE-OBRA	MANUTENCAO E CONSERVACAO DE BENS IMOVEIS	55	894.771,72
2020	NM20AA00000	8585	OUTRAS DESPESAS CORRENTES	LOCACAO DE MAO-DE-OBRA	MANUTENCAO E CONSERVACAO DE BENS MOVEIS	55	120.004,68
2020	NM20AA00000	8585	OUTRAS DESPESAS CORRENTES	LOCACAO DE MAO-DE-OBRA	SERVICOS DE COPA E COZINHA	55	1.512.662,14
2020	NM20AA00000	8585	OUTRAS DESPESAS CORRENTES	LOCACAO DE MAO-DE-OBRA	VIGILANCIA OSTENSIVA	55	347.260,58
2020	NM20AA00000	8585	OUTRAS DESPESAS CORRENTES	OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.	ENCARGOS FINANCEIROS INDEDUTIVEIS	55	187,43
